条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.28,362,336,94,25,2,8,41,18,4,3,1
対左打者,0.205,233,205,42,12,0,1,20,19,3,6,0
