防御率2.11,試合62,先発0,救援62,連投(試)0,連投(日)0,勝利8,敗戦4,HLD46,Ｓ1,ＨＰ54,ＳＰ9,救勝8,救敗4,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,59.2,244,892,14.9,47,4,60,14,4,4,3,0,14,14,1.02,-
