チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,2.25,8,0,8,2,0,5,0,7,2,2,0,8.0,4,2,8,2,0,2,2,0.75,0.138,-,4.0
ＤｅＮＡ,0.0,10,0,10,0,0,10,0,10,0,0,0,9.1,1,0,9,2,1,0,0,0.32,0.037,-,99.0
広島,2.19,12,0,12,2,1,8,1,10,3,2,1,12.1,15,0,13,1,2,3,3,1.3,0.294,-,4.11
ヤクルト,2.84,13,0,13,2,1,10,0,12,2,2,1,12.2,13,1,11,3,0,4,4,1.26,0.271,-,3.17
中日,3.72,11,0,11,2,1,7,0,9,2,2,1,9.2,8,1,15,4,0,4,4,1.24,0.222,-,2.42
