アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,54,32.3%,安打,82,65.1%
フライ,80,47.9%,四死球,40,31.7%
空三振,28,16.8%,失策出塁,4,3.2%
見三振,5,3.0%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
