条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.336,141,122,41,12,0,10,10,11,17,2,0,0,0.426
1塁,0.333,71,63,21,3,1,3,9,10,7,1,0,0,0.408
2塁,0.278,23,18,5,1,0,1,3,3,4,1,0,0,0.435
3塁,0.5,16,14,7,2,0,1,10,2,1,1,0,0,0.563
1・2塁,0.111,22,18,2,1,0,0,1,5,2,2,0,0,0.273
1・3塁,0.222,11,9,2,0,0,0,5,1,1,0,0,1,0.273
2・3塁,0.75,4,4,3,1,0,0,7,0,0,0,0,0,0.75
満塁,0.333,5,3,1,1,0,0,4,1,1,0,0,1,0.4
得点圏,0.303,81,66,20,6,0,2,30,12,9,4,0,2,0.407
