左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
84.6% (11),84.6% (11),84.6% (11),15.4% (2),15.4% (2),15.4% (2),0.0% (0),0.0% (0),0.0% (0)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
66.7% (2),- (0),90.0% (9),33.3% (1),- (0),10.0% (1),0.0% (0),- (0),0.0% (0)
