球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.296,57,203,186,27,55,8,6,0,75,20,27,8,0,2,3,4,11,3,3,.325,.403,0.728
みずほPayPay,.345,8,30,29,6,10,1,0,0,11,3,2,1,0,0,0,0,3,0,0,.367,.379,0.746
エスコンＦ,.306,11,38,36,2,11,0,1,0,13,2,7,1,0,0,1,0,3,0,1,.324,.361,0.685
楽天モバイル,.125,10,42,40,3,5,0,0,2,11,6,6,2,0,0,0,0,0,1,0,.167,.275,0.442
京セラD大阪,.389,7,20,18,6,7,3,0,0,10,0,3,1,0,0,1,0,1,0,1,.421,.556,0.977
ベルーナドーム,.304,7,25,23,4,7,1,0,0,8,3,2,1,0,0,0,1,1,0,0,.320,.348,0.668
Pa その他,.308,4,14,13,0,4,0,0,0,4,0,1,0,0,1,0,0,1,0,0,.357,.308,0.665
東京ドーム,.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
甲子園,.000,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
横浜,.500,2,2,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,.500,1.000,1.5
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.400,2,5,5,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.400,.600,1.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
