条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.3,215,207,62,13,4,1,1,27,7,1,0,0,0.326
1塁,0.242,68,66,16,0,1,0,1,9,2,0,0,0,0.265
2塁,0.269,32,26,7,0,0,0,1,4,4,0,2,0,0.367
3塁,0.286,9,7,2,0,1,0,3,2,0,1,0,1,0.333
1・2塁,0.25,26,24,6,1,0,0,3,5,1,0,1,0,0.28
1・3塁,0.25,15,12,3,0,1,0,7,1,0,0,2,1,0.231
2・3塁,0.333,9,6,2,0,0,0,8,0,0,0,0,3,0.222
満塁,0.444,10,9,4,1,0,1,10,1,0,1,0,0,0.5
得点圏,0.286,101,84,24,2,2,1,32,13,5,2,5,5,0.323
