アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,52,44.8%,安打,38,76.0%
フライ,34,29.3%,四死球,11,22.0%
空三振,27,23.3%,失策出塁,1,2.0%
見三振,3,2.6%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
