アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,22,26.2%,安打,20,80.0%
フライ,32,38.1%,四死球,4,16.0%
空三振,17,20.2%,失策出塁,1,4.0%
見三振,8,9.5%,野選,0,0.0%
犠打,5,6.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
