球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,180,47.0%,146.3,20,32,50,42,56.7%,18.9%,0.188,48,9,1,15,0,0
フォーク,135,35.2%,132.8,19,16,17,51,38.5%,27.9%,0.146,41,6,0,10,0,1
スライダー,68,17.8%,130.4,4,23,9,20,52.9%,16.0%,0.455,11,5,0,0,2,0
