条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.193,63,57,11,1,1,0,17,5,0,1,0
対左投手,0.29,77,69,20,3,1,0,12,2,1,5,0
