左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.3% (42),43.3% (42),43.3% (42),22.7% (22),22.7% (22),22.7% (22),34.0% (33),34.0% (33),34.0% (33)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
38.7% (12),- (0),45.5% (30),29.0% (9),- (0),19.7% (13),32.3% (10),- (0),34.8% (23)
