左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.6% (162),42.6% (162),42.6% (162),19.7% (75),19.7% (75),19.7% (75),37.6% (143),37.6% (143),37.6% (143)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
39.3% (46),0.0% (0),45.1% (116),30.8% (36),0.0% (0),15.2% (39),29.9% (35),100.0% (6),39.7% (102)
