条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.148,120,108,16,3,0,1,33,9,0,2,1
対左打者,0.157,104,89,14,3,0,0,24,12,1,1,1
