アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,5,33.3%,安打,5,55.6%
フライ,4,26.7%,四死球,2,22.2%
空三振,4,26.7%,失策出塁,2,22.2%
見三振,1,6.7%,野選,0,0.0%
犠打,1,6.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
