球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,36,40.0%,148.3,4,6,8,12,50.0%,22.2%,0.25,8,2,0,2,1,0
カットボール,20,22.2%,137.5,2,4,3,7,45.0%,22.2%,0.5,4,2,0,0,1,0
スライダー,9,10.0%,128.3,0,2,2,2,44.4%,0.0%,0.5,2,1,1,0,0,0
フォーク,9,10.0%,136.3,3,0,1,3,44.4%,50.0%,0.0,3,0,0,1,0,0
チェンジアップ,9,10.0%,129.3,2,1,1,4,44.4%,50.0%,0.0,3,0,0,2,0,0
カーブ,7,7.8%,121.2,1,1,0,4,28.6%,50.0%,0.0,1,0,0,0,0,0
