打率.300,試合67,打席276,打数243,得点29,安打73,内安1,内安率1.4,２Ｂ9,３Ｂ0,本塁13,HR勝敗7-5-0,塁打121,打点39,三振59
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
27,2,6,0,0,0,0,-,1,0,5,.391,.384,.498,.882
