アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,49,29.0%,安打,73,68.2%
フライ,61,36.1%,四死球,33,30.8%
空三振,48,28.4%,失策出塁,1,0.9%
見三振,11,6.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
