月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
7月,.000,4,16,13,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,.188,.000,0.188
8月,.250,4,9,8,0,2,1,0,0,3,0,4,0,0,0,1,0,0,0,1,.250,.375,0.625
9月,.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
10月,.375,2,8,8,2,3,0,1,0,5,3,0,0,0,0,0,0,0,0,0,.375,.625,1.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
