左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
21.7% (5),21.7% (5),21.7% (5),30.4% (7),30.4% (7),30.4% (7),47.8% (11),47.8% (11),47.8% (11)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),27.8% (5),40.0% (2),- (0),27.8% (5),60.0% (3),- (0),44.4% (8)
