球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,38,39.2%,130.0,10,3,3,13,42.1%,45.5%,0.364,11,4,0,3,1,0
ツーシーム,36,37.1%,143.5,1,7,3,16,30.6%,7.7%,0.556,9,5,0,0,2,0
フォーク,14,14.4%,136.0,1,0,3,8,28.6%,16.7%,0.333,3,1,0,1,0,0
ストレート,9,9.3%,143.8,0,4,1,3,55.6%,0.0%,0.0,1,0,0,0,0,0
