球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.211,36,86,71,11,15,1,1,0,18,7,20,8,0,2,3,2,2,1,2,.301,.254,0.555
みずほPayPay,.000,4,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.200,.000,0.2
エスコンＦ,.111,6,11,9,3,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,.200,.111,0.311
ZOZOマリン,.400,5,12,10,4,4,1,0,0,5,1,2,2,0,0,0,0,1,0,0,.500,.500,1.0
京セラD大阪,.000,3,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,.333,.000,0.333
ベルーナドーム,.286,4,7,7,1,2,1,1,0,5,2,3,0,0,0,0,0,0,1,0,.286,.714,1.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.000,3,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.167,.000,0.167
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
