条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.413,47,46,19,3,0,2,0,1,0,0,0,0.426
1-0より,0.5,21,20,10,1,0,0,0,0,0,1,0,0.5
2-0より,0.545,12,11,6,1,0,1,0,1,0,0,0,0.583
3-0より,0.0,2,1,0,0,0,0,0,1,0,0,0,0.5
0-1より,0.368,40,38,14,3,1,1,0,0,0,1,1,0.359
1-1より,0.29,32,31,9,2,0,0,0,0,0,1,0,0.29
2-1より,0.409,23,22,9,4,0,0,0,0,1,0,0,0.435
3-1より,0.286,14,7,2,2,0,0,0,7,0,0,0,0.643
0-2より,0.245,49,49,12,1,0,0,13,0,0,0,0,0.245
1-2より,0.145,70,69,10,1,0,0,28,0,1,0,0,0.157
2-2より,0.309,56,55,17,3,0,0,10,0,0,1,0,0.309
3-2より,0.316,46,38,12,2,0,1,9,8,0,0,0,0.435
