条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.286,236,224,64,10,0,3,3,40,11,1,0,0,0.322
1塁,0.338,86,80,27,4,0,1,3,6,3,0,3,0,0.361
2塁,0.308,29,26,8,3,1,0,4,7,2,1,0,0,0.379
3塁,0.286,7,7,2,1,0,0,2,2,0,0,0,0,0.286
1・2塁,0.435,26,23,10,3,0,1,11,2,2,0,1,0,0.48
1・3塁,0.308,14,13,4,0,0,0,6,1,0,0,0,1,0.286
2・3塁,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0.0
満塁,0.5,10,10,5,2,0,0,11,2,0,0,0,0,0.5
得点圏,0.349,90,83,29,9,1,1,34,14,4,1,1,1,0.382
