アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,124,33.4%,安打,133,61.6%
フライ,151,40.7%,四死球,80,37.0%
空三振,64,17.3%,失策出塁,3,1.4%
見三振,32,8.6%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
