条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.289,359,311,90,17,1,8,59,42,3,0,3
対左投手,0.224,228,192,43,8,0,5,37,32,3,0,1
