条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.382,84,76,29,8,1,3,0,4,2,0,2,0.417
1-0より,0.333,31,30,10,3,0,2,0,1,0,0,0,0.355
2-0より,0.125,8,8,1,0,0,0,0,0,0,0,0,0.125
3-0より,0.2,19,5,1,0,0,0,0,14,0,0,0,0.789
0-1より,0.368,38,38,14,3,0,2,0,0,0,0,0,0.368
1-1より,0.275,53,51,14,2,0,0,0,0,1,0,1,0.283
2-1より,0.162,37,37,6,1,0,0,0,0,0,0,0,0.162
3-1より,0.333,28,9,3,0,0,1,0,19,0,0,0,0.786
0-2より,0.219,32,32,7,1,0,0,17,0,0,0,0,0.219
1-2より,0.213,81,80,17,1,0,1,30,0,0,0,1,0.21
2-2より,0.232,102,99,23,5,0,1,33,0,3,0,0,0.255
3-2より,0.211,74,38,8,1,0,3,16,36,0,0,0,0.595
