打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,122,30,0.246,2,27,16,0,1,0.331
2打席目,120,29,0.242,2,25,19,0,0,0.345
3打席目,115,36,0.313,5,17,23,0,1,0.424
4打席目,114,28,0.246,3,22,14,0,2,0.323
5打席目以上,29,9,0.31,1,5,8,0,0,0.459
