月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.235,26,110,98,8,23,4,1,1,32,11,15,11,0,0,0,1,1,0,2,.309,.327,0.636
5月,.253,25,106,95,6,24,6,0,1,33,12,17,11,2,0,0,0,2,0,1,.330,.347,0.678
6月,.253,22,92,79,5,20,0,0,2,26,7,20,12,0,1,0,0,0,1,1,.359,.329,0.688
7月,.346,22,87,78,9,27,5,0,1,35,18,9,8,1,0,0,1,1,0,1,.402,.449,0.851
8月,.276,24,105,87,11,24,6,0,3,39,12,18,15,2,3,0,0,1,1,1,.400,.448,0.848
9月,.227,21,84,66,12,15,4,0,5,34,15,17,14,2,2,0,2,1,1,0,.369,.515,0.884
10月,-,1,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.000,-,1.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
