条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.156,34,32,5,1,0,0,13,2,0,0,0
対左打者,0.28,29,25,7,1,1,0,5,3,0,1,0
