条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.29,70,69,20,6,0,2,0,0,0,1,0,0.29
1-0より,0.452,42,42,19,4,0,1,0,0,0,0,0,0.452
2-0より,0.0,6,6,0,0,0,0,0,0,0,0,0,0.0
3-0より,0.0,13,1,0,0,0,0,0,12,0,0,0,0.923
0-1より,0.429,35,35,15,5,0,2,0,0,0,0,0,0.429
1-1より,0.375,26,24,9,3,0,1,0,0,0,0,2,0.346
2-1より,0.174,24,23,4,0,0,0,0,0,0,0,1,0.167
3-1より,0.385,26,13,5,2,0,0,0,13,0,0,0,0.692
0-2より,0.185,27,27,5,0,0,0,10,0,0,0,0,0.185
1-2より,0.104,67,67,7,2,0,0,23,0,0,0,0,0.104
2-2より,0.229,71,70,16,2,0,1,22,0,1,0,0,0.239
3-2より,0.239,63,46,11,2,1,1,11,16,0,0,1,0.429
