打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,93,25,0.269,2,13,12,0,1,0.349
2打席目,93,25,0.269,3,14,11,0,2,0.34
3打席目,100,31,0.31,1,18,5,1,0,0.343
4打席目,94,20,0.213,2,14,9,0,0,0.282
5打席目以上,32,7,0.219,0,5,3,0,0,0.286
