守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.265,87,373,336,41,89,22,1,6,131,36,49,33,0,1,1,2,6,2,0,.331,.390,0.721
中堅手,.250,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.250,.250,0.5
右翼手,.250,18,79,72,7,18,3,0,2,27,10,15,6,0,0,0,1,2,1,2,.304,.375,0.679
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.273,10,14,11,1,3,1,0,0,4,2,2,2,0,0,0,1,0,0,0,.357,.364,0.721
