左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.3% (164),46.3% (164),46.3% (164),25.4% (90),25.4% (90),25.4% (90),28.2% (100),28.2% (100),28.2% (100)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.5% (52),100.0% (8),42.8% (104),32.0% (33),0.0% (0),23.5% (57),17.5% (18),0.0% (0),33.7% (82)
