アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,54,34.6%,安打,48,73.8%
フライ,59,37.8%,四死球,16,24.6%
空三振,28,17.9%,失策出塁,1,1.5%
見三振,6,3.8%,野選,0,0.0%
犠打,9,5.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
