球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
バンテリンドーム,3.86,30,0,30,1,2,14,1,15,2,1,2,28.0,28,0,16,10,0,12,12,1.36,0.277,-,2.33
東京ドーム,0.00,4,0,4,0,0,3,0,3,0,0,0,3.1,0,0,4,2,0,0,0,0.6,0.0,-,99.00
甲子園,6.00,4,0,4,0,0,0,0,0,0,0,0,3.0,2,2,4,0,0,2,2,0.67,0.182,-,1.50
横浜,0.00,6,0,6,0,0,2,0,2,0,0,0,5.1,1,0,3,0,0,0,0,0.19,0.067,-,99.00
マツダスタジアム,2.08,4,0,4,0,0,0,0,0,0,0,0,4.1,6,0,0,1,0,1,1,1.62,0.316,-,4.33
神宮,4.50,7,0,7,0,1,2,0,2,0,0,1,4.0,6,0,1,2,0,2,2,2.0,0.353,-,2.00
Ce その他,0.00,2,0,2,0,0,2,0,2,0,0,0,2.0,1,0,2,0,0,0,0,0.5,0.143,-,99.00
みずほPayPay,18.00,1,0,1,0,0,0,0,0,0,0,0,1.0,2,1,2,0,0,2,2,2.0,0.4,-,0.50
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,0.00,1,0,1,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0.0,0.0,-,99.00
京セラD大阪,0.00,1,0,1,0,1,0,0,0,0,0,1,1.0,2,0,1,1,0,2,0,3.0,0.4,-,0.50
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
