背番,名前,腕,最終登板,防御率,試合,先発,救援,連投(試),連投(日),勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,完投,完封,無四球,勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,詳細URL,nf3_player_id
54,藤嶋健人,右,9/27,3.25,60,0,60,0,0,1,4,23,1,24,2,1,4,0,0,0,.200,52.2,221,869,16.5,48,3,34,16,3,0,1,0,21,19,https://nf3.sakura.ne.jp/Central/D/p/54_stat.htm,54
