チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,9.0,5,0,5,0,0,1,0,1,0,0,0,8.0,12,0,6,2,1,8,8,1.75,0.364,-,1.0
日本ハム,0.0,5,0,5,0,0,1,0,1,0,0,0,8.0,3,0,5,3,1,0,0,0.75,0.111,-,99.0
ロッテ,0.0,2,0,2,0,0,0,0,0,0,0,0,1.1,2,0,0,0,0,0,0,1.5,0.333,-,99.0
楽天,0.0,3,0,3,1,0,0,0,1,1,1,0,5.0,2,0,1,0,0,0,0,0.4,0.125,-,99.0
西武,0.0,5,1,4,0,0,1,0,1,0,0,0,6.1,6,0,3,3,0,0,0,1.42,0.261,6.75,99.0
