アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,31,34.1%,安打,32,68.1%
フライ,39,42.9%,四死球,15,31.9%
空三振,14,15.4%,失策出塁,0,0.0%
見三振,4,4.4%,野選,0,0.0%
犠打,3,3.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
