条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.238,72,63,15,1,0,0,10,7,1,1,0
対左打者,0.298,66,57,17,0,1,1,8,6,1,2,0
