種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.0,10,0,10,0,0,3,0,3,0,0,0,9.0,6,0,10,1,1,1,1,0.78,0.188,-,9.0
Nighter,1.07,35,0,35,2,1,25,0,27,2,2,1,33.2,13,1,43,16,1,4,4,0.86,0.123,-,8.42
