条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.14,68,57,8,0,0,0,21,8,1,1,1
対左打者,0.136,92,81,11,1,0,1,32,9,1,1,0
