球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,364,51.3%,144.2,43,69,71,146,50.3%,28.9%,0.083,60,5,0,27,9,1
チェンジアップ,232,32.7%,119.5,41,44,42,66,54.7%,33.6%,0.145,55,8,0,17,4,1
スライダー,64,9.0%,132.3,11,8,13,23,50.0%,33.3%,0.188,16,3,1,7,1,0
カーブ,50,7.0%,118.7,1,22,3,19,52.0%,11.1%,0.429,7,3,0,2,3,0
