アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,120,25.0%,安打,112,70.4%
フライ,178,37.1%,四死球,45,28.3%
空三振,135,28.1%,失策出塁,2,1.3%
見三振,37,7.7%,野選,0,0.0%
犠打,10,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
