球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
みずほPayPay,1.24,10,10,0,3,1,0,0,0,0,0,0,72.1,46,5,87,17,2,11,10,0.87,0.182,2.57,-
エスコンＦ,2.94,5,5,0,3,1,0,0,0,0,0,0,33.2,27,4,25,13,1,11,11,1.19,0.225,3.79,-
ZOZOマリン,1.29,1,1,0,1,0,0,0,0,0,0,0,7.0,6,0,5,3,0,1,1,1.29,0.24,6.75,-
楽天モバイル,2.25,2,2,0,1,1,0,0,0,0,0,0,12.0,7,0,14,3,0,4,3,0.83,0.167,5.14,-
京セラD大阪,0.75,2,2,0,2,0,0,0,0,0,0,0,12.0,12,1,9,2,0,1,1,1.17,0.279,6.23,-
ベルーナドーム,0.00,2,2,0,2,0,0,0,0,0,0,0,16.0,3,0,8,2,0,0,0,0.31,0.063,7.41,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,1.50,1,1,0,0,0,0,0,0,0,0,0,6.0,8,0,6,0,0,1,1,1.33,0.296,1.29,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,0.00,1,1,0,0,0,0,0,0,0,0,0,8.0,3,0,18,2,0,0,0,0.63,0.12,2.00,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
