球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,288,43.1%,146.5,29,52,67,94,51.4%,20.4%,.222,63,14,2,20,0,3
フォーク,200,29.9%,134.1,25,21,39,62,42.5%,21.4%,.259,54,14,0,5,4,1
スライダー,156,23.4%,134.3,6,30,37,54,46.8%,8.3%,.267,30,8,0,3,3,0
ツーシーム,16,2.4%,141.4,2,2,3,7,43.8%,28.6%,.000,3,0,0,1,0,0
カーブ,8,1.2%,112.6,0,5,0,3,62.5%,-%,-,0,0,0,0,0,0
