防御率4.20,試合17,先発0,救援17,連投(試)0,連投(日)0,勝利0,敗戦3,HLD1,Ｓ1,ＨＰ1,ＳＰ1,救勝0,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,15.0,65,248,16.5,14,4,12,7,2,0,0,0,7,7,1.40,-
