球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,982,43.0%,142.5,55,185,196,338,44.4%,12.0%,0.213,235,50,4,32,24,3
フォーク,691,30.3%,131.2,86,126,110,237,46.6%,26.2%,0.216,171,37,3,40,7,1
スライダー,411,18.0%,124.1,33,69,86,149,45.7%,17.1%,0.181,94,17,3,20,3,1
カーブ,160,7.0%,113.4,18,26,15,75,36.9%,30.5%,0.065,31,2,1,5,0,0
ツーシーム,40,1.8%,136.5,3,6,11,11,50.0%,13.0%,0.111,9,1,0,0,0,0
