打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,54,16,0.296,1,9,2,0,0,0.321
2打席目,50,11,0.22,4,10,6,0,0,0.304
3打席目,47,10,0.213,1,8,9,0,0,0.339
4打席目,50,18,0.36,3,14,3,0,0,0.396
5打席目以上,14,2,0.143,2,3,2,0,0,0.25
