球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,399,39.6%,146.8,16,89,73,140,44.6%,9.4%,.277,94,26,5,13,10,1
スライダー,136,13.5%,128.7,19,23,15,61,41.9%,36.5%,.280,25,7,3,7,1,0
カットボール,89,8.8%,138.2,16,15,9,27,44.9%,34.0%,.360,25,9,1,3,2,0
フォーク,87,8.6%,136.7,13,6,12,44,35.6%,35.1%,.300,20,6,0,8,2,0
チェンジアップ,86,8.5%,128.5,18,6,12,39,41.9%,43.9%,.059,17,1,0,6,1,0
ツーシーム,58,5.8%,136.3,6,7,8,25,36.2%,23.1%,.462,13,6,1,1,1,0
カーブ,55,5.5%,117.5,2,18,3,29,41.8%,25.0%,.000,4,0,0,1,0,0
スプリット,37,3.7%,138.0,8,2,10,13,54.1%,36.4%,.250,8,2,1,4,1,0
シュート,28,2.8%,144.8,0,6,5,12,39.3%,0.0%,.167,6,1,0,1,0,0
シンカー,12,1.2%,129.8,1,0,2,7,25.0%,20.0%,.000,2,0,0,0,2,0
パーム,7,0.7%,111.4,2,0,0,4,28.6%,66.7%,.500,2,1,0,1,0,0
ナックルカーブ,5,0.5%,127.2,0,3,0,2,60.0%,-%,-,0,0,0,0,0,0
ワンシーム,3,0.3%,145.0,0,0,1,0,33.3%,0.0%,.000,2,0,0,0,0,0
スクリュー,2,0.2%,136.0,1,0,0,1,50.0%,100.0%,-,0,0,0,0,0,0
高速スライダー,2,0.2%,136.5,1,0,1,0,100.0%,50.0%,-,0,0,0,0,0,0
スラーブ,1,0.1%,128.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
スローカーブ,1,0.1%,-,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
