打率.205,試合50,打席191,打数161,得点16,安打33,内安1,内安率3.0,２Ｂ8,３Ｂ0,本塁1,HR勝敗0-1-0,塁打44,打点14,三振31
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
26,1,3,0,1,0,0,-,1,1,0,.263,.325,.273,.598
