アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,39,30.5%,安打,33,52.4%
フライ,58,45.3%,四死球,29,46.0%
空三振,27,21.1%,失策出塁,1,1.6%
見三振,4,3.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
