球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,348,45.5%,148.6,25,40,68,142,38.2%,15.1%,.250,80,20,1,8,16,0
スライダー,94,12.3%,132.0,19,12,14,38,47.9%,43.2%,.056,18,1,0,7,1,0
フォーク,80,10.5%,137.5,10,9,12,37,38.8%,29.4%,.125,16,2,0,4,2,1
カットボール,67,8.8%,139.2,18,7,13,17,56.7%,41.9%,.150,20,3,0,8,1,1
チェンジアップ,51,6.7%,132.1,4,9,6,26,37.3%,25.0%,.000,7,0,0,1,1,1
スプリット,32,4.2%,139.2,6,2,6,12,43.8%,33.3%,.143,7,1,0,1,1,0
カーブ,28,3.7%,115.5,6,8,1,12,53.6%,75.0%,.500,2,1,0,1,2,0
シンカー,18,2.4%,132.2,2,1,2,9,27.8%,25.0%,.250,4,1,0,0,1,0
ツーシーム,16,2.1%,144.5,0,2,3,7,31.3%,0.0%,.500,4,2,0,0,0,0
パワーカーブ,9,1.2%,122.1,0,2,1,6,33.3%,0.0%,.000,1,0,0,1,0,0
ナックルカーブ,8,1.0%,127.9,1,2,0,4,37.5%,50.0%,1.000,1,1,0,0,0,0
シュート,8,1.0%,144.3,0,2,1,4,37.5%,0.0%,1.000,1,1,0,0,0,0
縦スライダー,5,0.7%,130.8,1,0,0,4,20.0%,100.0%,-,0,0,0,0,0,0
