アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,25,55.6%,安打,19,65.5%
フライ,12,26.7%,四死球,7,24.1%
空三振,6,13.3%,失策出塁,2,6.9%
見三振,0,0.0%,野選,1,3.4%
犠打,2,4.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
