左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
0.0% (0),0.0% (0),0.0% (0),33.3% (1),33.3% (1),33.3% (1),66.7% (2),66.7% (2),66.7% (2)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),0.0% (0),0.0% (0),- (0),50.0% (1),100.0% (1),- (0),50.0% (1)
