防御率4.51,試合21,先発21,救援0,連投(試)1,連投(日)1,勝利4,敗戦10,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投2,完封1,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.286,133.2,570,2168,16.2,135,15,119,48,5,4,2,0,67,67,1.37,47.6%
