条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.19,22,21,4,2,0,1,6,0,0,0,1
対左打者,0.438,34,32,14,1,0,0,3,2,0,0,0
