左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.3% (123),36.3% (123),36.3% (123),24.8% (84),24.8% (84),24.8% (84),38.9% (132),38.9% (132),38.9% (132)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.9% (37),0.0% (0),37.9% (86),35.8% (39),0.0% (0),19.8% (45),30.3% (33),100.0% (3),42.3% (96)
