条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.294,276,245,72,11,3,2,35,27,2,0,2
対左投手,0.252,179,159,40,4,0,1,28,14,3,2,1
