アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,119,40.5%,安打,112,69.6%
フライ,110,37.4%,四死球,46,28.6%
空三振,51,17.3%,失策出塁,3,1.9%
見三振,12,4.1%,野選,0,0.0%
犠打,2,0.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
