左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
28.9% (28),28.9% (28),28.9% (28),27.8% (27),27.8% (27),27.8% (27),43.3% (42),43.3% (42),43.3% (42)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
24.1% (7),0.0% (0),31.8% (21),37.9% (11),0.0% (0),24.2% (16),37.9% (11),100.0% (2),43.9% (29)
