条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.193,93,83,16,3,0,2,2,27,9,1,0,0,0.28
1塁,0.455,28,22,10,1,0,0,0,4,1,0,5,0,0.478
2塁,0.222,10,9,2,0,0,0,1,2,1,0,0,0,0.3
3塁,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1.0
1・2塁,0.125,12,8,1,0,0,0,1,2,3,0,1,0,0.364
1・3塁,0.25,7,4,1,0,0,0,2,1,2,0,0,1,0.429
2・3塁,0.0,3,1,0,0,0,0,0,0,2,0,0,0,0.667
満塁,0.0,6,6,0,0,0,0,0,1,0,0,0,0,0.0
得点圏,0.172,39,29,5,0,0,0,5,6,8,0,1,1,0.342
