打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,30,7,0.233,1,9,3,0,1,0.294
2打席目,30,8,0.267,0,3,3,1,0,0.333
3打席目,20,1,0.05,0,8,5,3,0,0.24
4打席目,15,3,0.2,1,7,4,1,0,0.368
5打席目以上,6,3,0.5,0,1,0,0,0,0.5
